instant,dteday,hr,weathersit,temp,hum,windspeed,cnt_x,season,yr,mnth,holiday,weekday,workingday,cnt_y
6392,2011-09-28,21:00:00,Light Snow/Rain,24.599999999999998,88.0,16.997899999999998,74,Winter,2011,September,0,Wednesday,1,3907
6393,2011-09-28,22:00:00,Clear/Partly Cloudy,24.599999999999998,88.0,6.0032,87,Winter,2011,September,0,Wednesday,1,3907
6394,2011-09-28,23:00:00,Clear/Partly Cloudy,24.599999999999998,94.0,8.9981,71,Winter,2011,September,0,Wednesday,1,3907
6395,2011-09-29,00:00:00,Clear/Partly Cloudy,24.599999999999998,94.0,12.998000000000001,40,Winter,2011,September,0,Thursday,1,4839
6396,2011-09-29,01:00:00,Cloudy,24.599999999999998,100.0,12.998000000000001,23,Winter,2011,September,0,Thursday,1,4839
6397,2011-09-29,02:00:00,Cloudy,24.599999999999998,100.0,12.998000000000001,2,Winter,2011,September,0,Thursday,1,4839
6398,2011-09-29,03:00:00,Cloudy,24.599999999999998,94.0,12.998000000000001,8,Winter,2011,September,0,Thursday,1,4839
6399,2011-09-29,04:00:00,Cloudy,24.599999999999998,88.0,12.998000000000001,7,Winter,2011,September,0,Thursday,1,4839
6400,2011-09-29,05:00:00,Cloudy,24.599999999999998,88.0,7.0015,22,Winter,2011,September,0,Thursday,1,4839
6401,2011-09-29,06:00:00,Cloudy,24.599999999999998,88.0,6.0032,111,Winter,2011,September,0,Thursday,1,4839
6402,2011-09-29,07:00:00,Clear/Partly Cloudy,24.599999999999998,88.0,8.9981,283,Winter,2011,September,0,Thursday,1,4839
6403,2011-09-29,08:00:00,Clear/Partly Cloudy,24.599999999999998,83.0,0.0,431,Winter,2011,September,0,Thursday,1,4839
6404,2011-09-29,09:00:00,Clear/Partly Cloudy,25.419999999999998,78.0,16.997899999999998,225,Winter,2011,September,0,Thursday,1,4839
6405,2011-09-29,10:00:00,Clear/Partly Cloudy,26.240000000000002,65.0,12.998000000000001,127,Winter,2011,September,0,Thursday,1,4839
6406,2011-09-29,11:00:00,Clear/Partly Cloudy,25.419999999999998,61.0,12.998000000000001,158,Winter,2011,September,0,Thursday,1,4839
6407,2011-09-29,12:00:00,Clear/Partly Cloudy,27.060000000000002,61.0,11.0014,195,Winter,2011,September,0,Thursday,1,4839
6408,2011-09-29,13:00:00,Clear/Partly Cloudy,26.240000000000002,61.0,12.998000000000001,211,Winter,2011,September,0,Thursday,1,4839
6409,2011-09-29,14:00:00,Clear/Partly Cloudy,27.880000000000003,51.0,19.999499999999998,167,Winter,2011,September,0,Thursday,1,4839
6410,2011-09-29,15:00:00,Clear/Partly Cloudy,27.880000000000003,45.0,26.0027,227,Winter,2011,September,0,Thursday,1,4839
6411,2011-09-29,16:00:00,Clear/Partly Cloudy,27.880000000000003,41.0,23.9994,291,Winter,2011,September,0,Thursday,1,4839
6412,2011-09-29,17:00:00,Clear/Partly Cloudy,27.060000000000002,47.0,19.999499999999998,589,Winter,2011,September,0,Thursday,1,4839
6413,2011-09-29,18:00:00,Clear/Partly Cloudy,26.240000000000002,41.0,15.001299999999999,584,Winter,2011,September,0,Thursday,1,4839
6414,2011-09-29,19:00:00,Clear/Partly Cloudy,25.419999999999998,50.0,6.0032,384,Winter,2011,September,0,Thursday,1,4839
6415,2011-09-29,20:00:00,Clear/Partly Cloudy,24.599999999999998,53.0,6.0032,273,Winter,2011,September,0,Thursday,1,4839
6416,2011-09-29,21:00:00,Clear/Partly Cloudy,23.779999999999998,56.00000000000001,0.0,225,Winter,2011,September,0,Thursday,1,4839
6417,2011-09-29,22:00:00,Clear/Partly Cloudy,22.96,68.0,0.0,175,Winter,2011,September,0,Thursday,1,4839
6418,2011-09-29,23:00:00,Clear/Partly Cloudy,21.32,77.0,7.0015,81,Winter,2011,September,0,Thursday,1,4839
6419,2011-09-30,00:00:00,Clear/Partly Cloudy,21.32,83.0,7.0015,60,Winter,2011,September,0,Friday,1,5202
6420,2011-09-30,01:00:00,Clear/Partly Cloudy,21.32,77.0,6.0032,23,Winter,2011,September,0,Friday,1,5202
6421,2011-09-30,02:00:00,Clear/Partly Cloudy,21.32,83.0,7.0015,15,Winter,2011,September,0,Friday,1,5202
6422,2011-09-30,03:00:00,Clear/Partly Cloudy,21.32,83.0,7.0015,3,Winter,2011,September,0,Friday,1,5202
6423,2011-09-30,04:00:00,Clear/Partly Cloudy,21.32,83.0,12.998000000000001,8,Winter,2011,September,0,Friday,1,5202
6424,2011-09-30,05:00:00,Clear/Partly Cloudy,21.32,83.0,12.998000000000001,26,Winter,2011,September,0,Friday,1,5202
6425,2011-09-30,06:00:00,Clear/Partly Cloudy,21.32,83.0,15.001299999999999,98,Winter,2011,September,0,Friday,1,5202
6426,2011-09-30,07:00:00,Clear/Partly Cloudy,21.32,83.0,15.001299999999999,297,Winter,2011,September,0,Friday,1,5202
6427,2011-09-30,08:00:00,Clear/Partly Cloudy,22.14,77.0,8.9981,456,Winter,2011,September,0,Friday,1,5202
6428,2011-09-30,09:00:00,Clear/Partly Cloudy,22.96,73.0,12.998000000000001,237,Winter,2011,September,0,Friday,1,5202
6429,2011-09-30,10:00:00,Clear/Partly Cloudy,24.599999999999998,64.0,0.0,168,Winter,2011,September,0,Friday,1,5202
6430,2011-09-30,11:00:00,Clear/Partly Cloudy,26.240000000000002,56.99999999999999,6.0032,217,Winter,2011,September,0,Friday,1,5202
6431,2011-09-30,12:00:00,Cloudy,26.240000000000002,56.99999999999999,12.998000000000001,254,Winter,2011,September,0,Friday,1,5202
6432,2011-09-30,13:00:00,Cloudy,27.060000000000002,47.0,22.0028,266,Winter,2011,September,0,Friday,1,5202
6433,2011-09-30,14:00:00,Cloudy,26.240000000000002,47.0,19.999499999999998,266,Winter,2011,September,0,Friday,1,5202
6434,2011-09-30,15:00:00,Clear/Partly Cloudy,26.240000000000002,50.0,19.0012,245,Winter,2011,September,0,Friday,1,5202
6435,2011-09-30,16:00:00,Clear/Partly Cloudy,25.419999999999998,53.0,15.001299999999999,360,Winter,2011,September,0,Friday,1,5202
6436,2011-09-30,17:00:00,Clear/Partly Cloudy,25.419999999999998,53.0,12.998000000000001,591,Winter,2011,September,0,Friday,1,5202
6437,2011-09-30,18:00:00,Clear/Partly Cloudy,23.779999999999998,49.0,23.9994,511,Winter,2011,September,0,Friday,1,5202
6438,2011-09-30,19:00:00,Clear/Partly Cloudy,22.14,52.0,19.0012,374,Winter,2011,September,0,Friday,1,5202
6439,2011-09-30,20:00:00,Clear/Partly Cloudy,22.14,52.0,19.0012,230,Winter,2011,September,0,Friday,1,5202
6440,2011-09-30,21:00:00,Clear/Partly Cloudy,21.32,55.00000000000001,12.998000000000001,206,Winter,2011,September,0,Friday,1,5202
6441,2011-09-30,22:00:00,Clear/Partly Cloudy,21.32,55.00000000000001,22.0028,159,Winter,2011,September,0,Friday,1,5202
6442,2011-09-30,23:00:00,Clear/Partly Cloudy,21.32,55.00000000000001,22.0028,132,Winter,2011,September,0,Friday,1,5202
6443,2011-10-01,00:00:00,Clear/Partly Cloudy,20.5,63.0,26.0027,130,Winter,2011,October,0,Saturday,0,2429
6444,2011-10-01,01:00:00,Clear/Partly Cloudy,19.68,67.0,22.0028,58,Winter,2011,October,0,Saturday,0,2429
6445,2011-10-01,02:00:00,Clear/Partly Cloudy,18.86,63.0,27.999299999999998,67,Winter,2011,October,0,Saturday,0,2429
6446,2011-10-01,03:00:00,Clear/Partly Cloudy,18.86,59.0,27.999299999999998,25,Winter,2011,October,0,Saturday,0,2429
6447,2011-10-01,04:00:00,Clear/Partly Cloudy,18.04,57.99999999999999,27.999299999999998,8,Winter,2011,October,0,Saturday,0,2429
6448,2011-10-01,05:00:00,Cloudy,18.04,62.0,19.999499999999998,5,Winter,2011,October,0,Saturday,0,2429
6449,2011-10-01,06:00:00,Clear/Partly Cloudy,17.22,67.0,22.0028,19,Winter,2011,October,0,Saturday,0,2429
6450,2011-10-01,07:00:00,Light Snow/Rain,17.22,67.0,16.997899999999998,36,Winter,2011,October,0,Saturday,0,2429
6451,2011-10-01,08:00:00,Cloudy,16.400000000000002,76.0,22.0028,67,Winter,2011,October,0,Saturday,0,2429
6452,2011-10-01,09:00:00,Light Snow/Rain,16.400000000000002,82.0,23.9994,129,Winter,2011,October,0,Saturday,0,2429
6453,2011-10-01,10:00:00,Light Snow/Rain,16.400000000000002,76.0,23.9994,121,Winter,2011,October,0,Saturday,0,2429
6454,2011-10-01,11:00:00,Light Snow/Rain,15.58,82.0,22.0028,132,Winter,2011,October,0,Saturday,0,2429
6455,2011-10-01,12:00:00,Cloudy,16.400000000000002,82.0,16.997899999999998,158,Winter,2011,October,0,Saturday,0,2429
6456,2011-10-01,13:00:00,Cloudy,16.400000000000002,82.0,22.0028,125,Winter,2011,October,0,Saturday,0,2429
6457,2011-10-01,14:00:00,Cloudy,17.22,71.0,23.9994,180,Winter,2011,October,0,Saturday,0,2429
6458,2011-10-01,15:00:00,Cloudy,17.22,71.0,19.0012,195,Winter,2011,October,0,Saturday,0,2429
6459,2011-10-01,16:00:00,Cloudy,16.400000000000002,76.0,19.999499999999998,223,Winter,2011,October,0,Saturday,0,2429
6460,2011-10-01,17:00:00,Light Snow/Rain,16.400000000000002,76.0,12.998000000000001,228,Winter,2011,October,0,Saturday,0,2429
6461,2011-10-01,18:00:00,Light Snow/Rain,15.58,87.0,15.001299999999999,140,Winter,2011,October,0,Saturday,0,2429
6462,2011-10-01,19:00:00,Cloudy,15.58,82.0,12.998000000000001,126,Winter,2011,October,0,Saturday,0,2429
6463,2011-10-01,20:00:00,Light Snow/Rain,14.76,87.0,7.0015,66,Winter,2011,October,0,Saturday,0,2429
6464,2011-10-01,21:00:00,Light Snow/Rain,14.76,87.0,7.0015,56,Winter,2011,October,0,Saturday,0,2429
6465,2011-10-01,22:00:00,Cloudy,14.76,93.0,15.001299999999999,70,Winter,2011,October,0,Saturday,0,2429
6466,2011-10-01,23:00:00,Light Snow/Rain,14.76,93.0,15.001299999999999,65,Winter,2011,October,0,Saturday,0,2429
6467,2011-10-02,00:00:00,Light Snow/Rain,14.76,93.0,19.999499999999998,47,Winter,2011,October,0,Sunday,0,2918
6468,2011-10-02,01:00:00,Light Snow/Rain,13.940000000000001,87.0,16.997899999999998,24,Winter,2011,October,0,Sunday,0,2918
6469,2011-10-02,02:00:00,Light Snow/Rain,13.940000000000001,87.0,19.999499999999998,30,Winter,2011,October,0,Sunday,0,2918
6470,2011-10-02,03:00:00,Light Snow/Rain,13.940000000000001,87.0,19.0012,9,Winter,2011,October,0,Sunday,0,2918
6471,2011-10-02,04:00:00,Cloudy,13.940000000000001,87.0,16.997899999999998,7,Winter,2011,October,0,Sunday,0,2918
6472,2011-10-02,05:00:00,Clear/Partly Cloudy,13.120000000000001,87.0,19.0012,7,Winter,2011,October,0,Sunday,0,2918
6473,2011-10-02,06:00:00,Clear/Partly Cloudy,13.120000000000001,81.0,11.0014,15,Winter,2011,October,0,Sunday,0,2918
6474,2011-10-02,07:00:00,Clear/Partly Cloudy,13.940000000000001,76.0,12.998000000000001,29,Winter,2011,October,0,Sunday,0,2918
6475,2011-10-02,08:00:00,Cloudy,13.940000000000001,76.0,12.998000000000001,64,Winter,2011,October,0,Sunday,0,2918
6476,2011-10-02,09:00:00,Clear/Partly Cloudy,14.76,76.0,23.9994,115,Winter,2011,October,0,Sunday,0,2918
6477,2011-10-02,10:00:00,Cloudy,14.76,71.0,19.0012,248,Winter,2011,October,0,Sunday,0,2918
6478,2011-10-02,11:00:00,Cloudy,15.58,66.0,16.997899999999998,292,Winter,2011,October,0,Sunday,0,2918
6479,2011-10-02,12:00:00,Cloudy,16.400000000000002,62.0,12.998000000000001,321,Winter,2011,October,0,Sunday,0,2918
6480,2011-10-02,13:00:00,Light Snow/Rain,16.400000000000002,62.0,15.001299999999999,308,Winter,2011,October,0,Sunday,0,2918
6481,2011-10-02,14:00:00,Light Snow/Rain,14.76,81.0,11.0014,256,Winter,2011,October,0,Sunday,0,2918
6482,2011-10-02,15:00:00,Light Snow/Rain,14.76,81.0,16.997899999999998,173,Winter,2011,October,0,Sunday,0,2918
6483,2011-10-02,16:00:00,Light Snow/Rain,14.76,87.0,12.998000000000001,206,Winter,2011,October,0,Sunday,0,2918
6484,2011-10-02,17:00:00,Light Snow/Rain,14.76,87.0,11.0014,167,Winter,2011,October,0,Sunday,0,2918
6485,2011-10-02,18:00:00,Cloudy,14.76,81.0,12.998000000000001,174,Winter,2011,October,0,Sunday,0,2918
6486,2011-10-02,19:00:00,Cloudy,15.58,76.0,11.0014,162,Winter,2011,October,0,Sunday,0,2918
6487,2011-10-02,20:00:00,Cloudy,14.76,76.0,16.997899999999998,87,Winter,2011,October,0,Sunday,0,2918
6488,2011-10-02,21:00:00,Clear/Partly Cloudy,14.76,71.0,15.001299999999999,88,Winter,2011,October,0,Sunday,0,2918
6489,2011-10-02,22:00:00,Light Snow/Rain,14.76,81.0,6.0032,64,Winter,2011,October,0,Sunday,0,2918
6490,2011-10-02,23:00:00,Clear/Partly Cloudy,14.76,81.0,6.0032,25,Winter,2011,October,0,Sunday,0,2918
6491,2011-10-03,00:00:00,Clear/Partly Cloudy,13.940000000000001,87.0,7.0015,16,Winter,2011,October,0,Monday,1,3570
6492,2011-10-03,01:00:00,Clear/Partly Cloudy,14.76,81.0,6.0032,6,Winter,2011,October,0,Monday,1,3570
6493,2011-10-03,02:00:00,Clear/Partly Cloudy,14.76,76.0,7.0015,4,Winter,2011,October,0,Monday,1,3570
6494,2011-10-03,03:00:00,Clear/Partly Cloudy,14.76,81.0,0.0,7,Winter,2011,October,0,Monday,1,3570
6495,2011-10-03,04:00:00,Clear/Partly Cloudy,13.940000000000001,87.0,7.0015,8,Winter,2011,October,0,Monday,1,3570
6496,2011-10-03,05:00:00,Cloudy,14.76,76.0,7.0015,21,Winter,2011,October,0,Monday,1,3570
6497,2011-10-03,06:00:00,Cloudy,14.76,71.0,0.0,94,Winter,2011,October,0,Monday,1,3570
6498,2011-10-03,07:00:00,Cloudy,14.76,71.0,8.9981,249,Winter,2011,October,0,Monday,1,3570
6499,2011-10-03,08:00:00,Cloudy,14.76,71.0,7.0015,372,Winter,2011,October,0,Monday,1,3570
6500,2011-10-03,09:00:00,Cloudy,16.400000000000002,66.0,6.0032,153,Winter,2011,October,0,Monday,1,3570
6501,2011-10-03,10:00:00,Cloudy,16.400000000000002,66.0,7.0015,101,Winter,2011,October,0,Monday,1,3570
6502,2011-10-03,11:00:00,Cloudy,16.400000000000002,71.0,15.001299999999999,126,Winter,2011,October,0,Monday,1,3570
6503,2011-10-03,12:00:00,Cloudy,16.400000000000002,71.0,8.9981,147,Winter,2011,October,0,Monday,1,3570
6504,2011-10-03,13:00:00,Light Snow/Rain,17.22,67.0,11.0014,118,Winter,2011,October,0,Monday,1,3570
6505,2011-10-03,14:00:00,Light Snow/Rain,16.400000000000002,76.0,0.0,120,Winter,2011,October,0,Monday,1,3570
6506,2011-10-03,15:00:00,Light Snow/Rain,16.400000000000002,76.0,0.0,101,Winter,2011,October,0,Monday,1,3570
6507,2011-10-03,16:00:00,Cloudy,16.400000000000002,76.0,7.0015,218,Winter,2011,October,0,Monday,1,3570
6508,2011-10-03,17:00:00,Cloudy,16.400000000000002,76.0,11.0014,495,Winter,2011,October,0,Monday,1,3570
6509,2011-10-03,18:00:00,Cloudy,16.400000000000002,76.0,11.0014,412,Winter,2011,October,0,Monday,1,3570
6510,2011-10-03,19:00:00,Clear/Partly Cloudy,16.400000000000002,76.0,0.0,315,Winter,2011,October,0,Monday,1,3570
6511,2011-10-03,20:00:00,Light Snow/Rain,16.400000000000002,82.0,0.0,204,Winter,2011,October,0,Monday,1,3570
6512,2011-10-03,21:00:00,Cloudy,16.400000000000002,82.0,0.0,138,Winter,2011,October,0,Monday,1,3570
6513,2011-10-03,22:00:00,Cloudy,16.400000000000002,82.0,0.0,91,Winter,2011,October,0,Monday,1,3570
6514,2011-10-03,23:00:00,Cloudy,16.400000000000002,82.0,7.0015,54,Winter,2011,October,0,Monday,1,3570
6515,2011-10-04,00:00:00,Cloudy,16.400000000000002,87.0,6.0032,27,Winter,2011,October,0,Tuesday,1,4456
6516,2011-10-04,01:00:00,Cloudy,16.400000000000002,87.0,7.0015,9,Winter,2011,October,0,Tuesday,1,4456
6517,2011-10-04,02:00:00,Cloudy,16.400000000000002,87.0,0.0,3,Winter,2011,October,0,Tuesday,1,4456
6518,2011-10-04,03:00:00,Clear/Partly Cloudy,16.400000000000002,82.0,7.0015,6,Winter,2011,October,0,Tuesday,1,4456
6519,2011-10-04,04:00:00,Clear/Partly Cloudy,16.400000000000002,82.0,6.0032,7,Winter,2011,October,0,Tuesday,1,4456
6520,2011-10-04,05:00:00,Clear/Partly Cloudy,16.400000000000002,82.0,8.9981,27,Winter,2011,October,0,Tuesday,1,4456
6521,2011-10-04,06:00:00,Clear/Partly Cloudy,16.400000000000002,82.0,7.0015,112,Winter,2011,October,0,Tuesday,1,4456
6522,2011-10-04,07:00:00,Clear/Partly Cloudy,17.22,82.0,19.0012,309,Winter,2011,October,0,Tuesday,1,4456
6523,2011-10-04,08:00:00,Clear/Partly Cloudy,18.04,77.0,15.001299999999999,400,Winter,2011,October,0,Tuesday,1,4456
6524,2011-10-04,09:00:00,Clear/Partly Cloudy,18.86,67.0,16.997899999999998,187,Winter,2011,October,0,Tuesday,1,4456
6525,2011-10-04,10:00:00,Clear/Partly Cloudy,19.68,67.0,19.0012,126,Winter,2011,October,0,Tuesday,1,4456
6526,2011-10-04,11:00:00,Clear/Partly Cloudy,22.14,64.0,19.0012,124,Winter,2011,October,0,Tuesday,1,4456
6527,2011-10-04,12:00:00,Clear/Partly Cloudy,22.96,56.00000000000001,19.999499999999998,199,Winter,2011,October,0,Tuesday,1,4456
6528,2011-10-04,13:00:00,Clear/Partly Cloudy,22.96,56.00000000000001,19.999499999999998,173,Winter,2011,October,0,Tuesday,1,4456
6529,2011-10-04,14:00:00,Clear/Partly Cloudy,23.779999999999998,53.0,16.997899999999998,183,Winter,2011,October,0,Tuesday,1,4456
6530,2011-10-04,15:00:00,Clear/Partly Cloudy,23.779999999999998,56.00000000000001,19.0012,194,Winter,2011,October,0,Tuesday,1,4456
6531,2011-10-04,16:00:00,Clear/Partly Cloudy,23.779999999999998,56.00000000000001,22.0028,309,Winter,2011,October,0,Tuesday,1,4456
6532,2011-10-04,17:00:00,Clear/Partly Cloudy,22.96,60.0,26.0027,585,Winter,2011,October,0,Tuesday,1,4456
6533,2011-10-04,18:00:00,Clear/Partly Cloudy,22.14,64.0,19.0012,524,Winter,2011,October,0,Tuesday,1,4456
6534,2011-10-04,19:00:00,Clear/Partly Cloudy,21.32,68.0,15.001299999999999,345,Winter,2011,October,0,Tuesday,1,4456
6535,2011-10-04,20:00:00,Clear/Partly Cloudy,21.32,68.0,15.001299999999999,261,Winter,2011,October,0,Tuesday,1,4456
6536,2011-10-04,21:00:00,Clear/Partly Cloudy,20.5,72.0,8.9981,166,Winter,2011,October,0,Tuesday,1,4456
6537,2011-10-04,22:00:00,Clear/Partly Cloudy,20.5,72.0,8.9981,114,Winter,2011,October,0,Tuesday,1,4456
6538,2011-10-04,23:00:00,Clear/Partly Cloudy,19.68,77.0,8.9981,66,Winter,2011,October,0,Tuesday,1,4456
6539,2011-10-05,00:00:00,Clear/Partly Cloudy,19.68,77.0,8.9981,43,Winter,2011,October,0,Wednesday,1,4826
6540,2011-10-05,01:00:00,Clear/Partly Cloudy,19.68,77.0,11.0014,11,Winter,2011,October,0,Wednesday,1,4826
6541,2011-10-05,02:00:00,Clear/Partly Cloudy,18.86,82.0,11.0014,3,Winter,2011,October,0,Wednesday,1,4826
6542,2011-10-05,03:00:00,Clear/Partly Cloudy,18.86,82.0,7.0015,6,Winter,2011,October,0,Wednesday,1,4826
6543,2011-10-05,04:00:00,Clear/Partly Cloudy,18.04,88.0,0.0,5,Winter,2011,October,0,Wednesday,1,4826
6544,2011-10-05,05:00:00,Clear/Partly Cloudy,18.04,82.0,8.9981,32,Winter,2011,October,0,Wednesday,1,4826
6545,2011-10-05,06:00:00,Clear/Partly Cloudy,18.04,82.0,7.0015,117,Winter,2011,October,0,Wednesday,1,4826
6546,2011-10-05,07:00:00,Clear/Partly Cloudy,18.86,77.0,7.0015,301,Winter,2011,October,0,Wednesday,1,4826
6547,2011-10-05,08:00:00,Clear/Partly Cloudy,21.32,63.0,0.0,467,Winter,2011,October,0,Wednesday,1,4826
6548,2011-10-05,09:00:00,Clear/Partly Cloudy,22.14,60.0,19.999499999999998,219,Winter,2011,October,0,Wednesday,1,4826
6549,2011-10-05,10:00:00,Clear/Partly Cloudy,22.96,56.00000000000001,26.0027,133,Winter,2011,October,0,Wednesday,1,4826
6550,2011-10-05,11:00:00,Clear/Partly Cloudy,24.599999999999998,46.0,19.0012,170,Winter,2011,October,0,Wednesday,1,4826
6551,2011-10-05,12:00:00,Clear/Partly Cloudy,25.419999999999998,43.0,22.0028,214,Winter,2011,October,0,Wednesday,1,4826
6552,2011-10-05,13:00:00,Clear/Partly Cloudy,26.240000000000002,41.0,15.001299999999999,219,Winter,2011,October,0,Wednesday,1,4826
6553,2011-10-05,14:00:00,Clear/Partly Cloudy,26.240000000000002,41.0,19.0012,190,Winter,2011,October,0,Wednesday,1,4826
6554,2011-10-05,15:00:00,Clear/Partly Cloudy,26.240000000000002,47.0,19.0012,182,Winter,2011,October,0,Wednesday,1,4826
6555,2011-10-05,16:00:00,Clear/Partly Cloudy,26.240000000000002,47.0,22.0028,282,Winter,2011,October,0,Wednesday,1,4826
6556,2011-10-05,17:00:00,Clear/Partly Cloudy,26.240000000000002,47.0,16.997899999999998,591,Winter,2011,October,0,Wednesday,1,4826
6557,2011-10-05,18:00:00,Clear/Partly Cloudy,24.599999999999998,53.0,11.0014,593,Winter,2011,October,0,Wednesday,1,4826
6558,2011-10-05,19:00:00,Clear/Partly Cloudy,23.779999999999998,56.00000000000001,8.9981,374,Winter,2011,October,0,Wednesday,1,4826
6559,2011-10-05,20:00:00,Clear/Partly Cloudy,21.32,77.0,11.0014,246,Winter,2011,October,0,Wednesday,1,4826
6560,2011-10-05,21:00:00,Clear/Partly Cloudy,20.5,82.0,7.0015,201,Winter,2011,October,0,Wednesday,1,4826
6561,2011-10-05,22:00:00,Clear/Partly Cloudy,21.32,72.0,0.0,154,Winter,2011,October,0,Wednesday,1,4826
6562,2011-10-05,23:00:00,Clear/Partly Cloudy,20.5,77.0,7.0015,73,Winter,2011,October,0,Wednesday,1,4826
6563,2011-10-06,00:00:00,Clear/Partly Cloudy,20.5,72.0,12.998000000000001,40,Winter,2011,October,0,Thursday,1,4765
6564,2011-10-06,01:00:00,Clear/Partly Cloudy,19.68,63.0,12.998000000000001,22,Winter,2011,October,0,Thursday,1,4765
6565,2011-10-06,02:00:00,Clear/Partly Cloudy,18.86,67.0,12.998000000000001,10,Winter,2011,October,0,Thursday,1,4765
6566,2011-10-06,03:00:00,Clear/Partly Cloudy,18.04,67.0,15.001299999999999,5,Winter,2011,October,0,Thursday,1,4765
6567,2011-10-06,04:00:00,Clear/Partly Cloudy,18.04,62.0,19.0012,5,Winter,2011,October,0,Thursday,1,4765
6568,2011-10-06,05:00:00,Clear/Partly Cloudy,17.22,62.0,12.998000000000001,24,Winter,2011,October,0,Thursday,1,4765
6569,2011-10-06,06:00:00,Clear/Partly Cloudy,16.400000000000002,66.0,12.998000000000001,114,Winter,2011,October,0,Thursday,1,4765
6570,2011-10-06,07:00:00,Clear/Partly Cloudy,17.22,62.0,12.998000000000001,302,Winter,2011,October,0,Thursday,1,4765
6571,2011-10-06,08:00:00,Clear/Partly Cloudy,18.04,62.0,11.0014,457,Winter,2011,October,0,Thursday,1,4765
6572,2011-10-06,09:00:00,Clear/Partly Cloudy,18.86,63.0,12.998000000000001,208,Winter,2011,October,0,Thursday,1,4765
6573,2011-10-06,10:00:00,Clear/Partly Cloudy,21.32,52.0,0.0,129,Winter,2011,October,0,Thursday,1,4765
6574,2011-10-06,11:00:00,Clear/Partly Cloudy,22.14,49.0,0.0,144,Winter,2011,October,0,Thursday,1,4765
6575,2011-10-06,12:00:00,Clear/Partly Cloudy,22.96,49.0,6.0032,226,Winter,2011,October,0,Thursday,1,4765
6576,2011-10-06,13:00:00,Clear/Partly Cloudy,22.96,46.0,6.0032,191,Winter,2011,October,0,Thursday,1,4765
6577,2011-10-06,14:00:00,Clear/Partly Cloudy,23.779999999999998,43.0,6.0032,195,Winter,2011,October,0,Thursday,1,4765
6578,2011-10-06,15:00:00,Clear/Partly Cloudy,23.779999999999998,46.0,8.9981,219,Winter,2011,October,0,Thursday,1,4765
6579,2011-10-06,16:00:00,Clear/Partly Cloudy,23.779999999999998,49.0,12.998000000000001,323,Winter,2011,October,0,Thursday,1,4765
6580,2011-10-06,17:00:00,Clear/Partly Cloudy,22.96,52.0,8.9981,568,Winter,2011,October,0,Thursday,1,4765
6581,2011-10-06,18:00:00,Clear/Partly Cloudy,22.14,64.0,6.0032,538,Winter,2011,October,0,Thursday,1,4765
6582,2011-10-06,19:00:00,Clear/Partly Cloudy,21.32,59.0,7.0015,343,Winter,2011,October,0,Thursday,1,4765
6583,2011-10-06,20:00:00,Clear/Partly Cloudy,20.5,77.0,7.0015,260,Winter,2011,October,0,Thursday,1,4765
6584,2011-10-06,21:00:00,Clear/Partly Cloudy,18.86,88.0,6.0032,195,Winter,2011,October,0,Thursday,1,4765
6585,2011-10-06,22:00:00,Clear/Partly Cloudy,18.86,82.0,0.0,148,Winter,2011,October,0,Thursday,1,4765
6586,2011-10-06,23:00:00,Clear/Partly Cloudy,18.04,88.0,6.0032,99,Winter,2011,October,0,Thursday,1,4765
6587,2011-10-07,00:00:00,Clear/Partly Cloudy,18.04,88.0,0.0,67,Winter,2011,October,0,Friday,1,4985
6588,2011-10-07,01:00:00,Clear/Partly Cloudy,18.04,88.0,0.0,28,Winter,2011,October,0,Friday,1,4985
6589,2011-10-07,02:00:00,Clear/Partly Cloudy,17.22,88.0,0.0,5,Winter,2011,October,0,Friday,1,4985
6590,2011-10-07,03:00:00,Clear/Partly Cloudy,16.400000000000002,87.0,0.0,10,Winter,2011,October,0,Friday,1,4985
6591,2011-10-07,04:00:00,Clear/Partly Cloudy,16.400000000000002,87.0,7.0015,5,Winter,2011,October,0,Friday,1,4985
6592,2011-10-07,05:00:00,Clear/Partly Cloudy,17.22,82.0,0.0,27,Winter,2011,October,0,Friday,1,4985
6593,2011-10-07,06:00:00,Clear/Partly Cloudy,17.22,88.0,0.0,87,Winter,2011,October,0,Friday,1,4985
6594,2011-10-07,07:00:00,Clear/Partly Cloudy,17.22,94.0,0.0,242,Winter,2011,October,0,Friday,1,4985
6595,2011-10-07,08:00:00,Clear/Partly Cloudy,18.86,82.0,0.0,417,Winter,2011,October,0,Friday,1,4985
6596,2011-10-07,09:00:00,Clear/Partly Cloudy,19.68,77.0,0.0,241,Winter,2011,October,0,Friday,1,4985
6597,2011-10-07,10:00:00,Clear/Partly Cloudy,21.32,68.0,6.0032,174,Winter,2011,October,0,Friday,1,4985
6598,2011-10-07,11:00:00,Clear/Partly Cloudy,22.96,63.0,0.0,230,Winter,2011,October,0,Friday,1,4985
6599,2011-10-07,12:00:00,Clear/Partly Cloudy,24.599999999999998,53.0,0.0,235,Winter,2011,October,0,Friday,1,4985
6600,2011-10-07,13:00:00,Clear/Partly Cloudy,24.599999999999998,46.0,0.0,305,Winter,2011,October,0,Friday,1,4985
6601,2011-10-07,14:00:00,Clear/Partly Cloudy,25.419999999999998,50.0,0.0,256,Winter,2011,October,0,Friday,1,4985
6602,2011-10-07,15:00:00,Clear/Partly Cloudy,27.060000000000002,41.0,0.0,270,Winter,2011,October,0,Friday,1,4985
